2023-01-27 01:25:29,000 INFO    StreamThr :45386 [internal.py:wandb_internal():87] W&B internal server running at pid: 45386, started at: 2023-01-27 01:25:28.999740
2023-01-27 01:26:00,999 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:04,600 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:06,010 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:09,618 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:11,035 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:14,634 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:16,055 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:19,658 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:21,079 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:24,676 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:26,097 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:29,340 DEBUG   SystemMonitor:45386 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-01-27 01:26:29,342 DEBUG   SenderThread:45386 [sender.py:send():334] send: telemetry
2023-01-27 01:26:29,343 DEBUG   SenderThread:45386 [sender.py:send():334] send: stats
2023-01-27 01:26:30,354 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:30,496 INFO    Thread-18 :45386 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/rishubtamirisa/UIUC/NNProjects/transformer/language-model-impl/wandb/run-20230127_012528-r1c3fnbz/files/config.yaml
2023-01-27 01:26:31,115 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:35,506 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:36,131 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:40,528 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:41,152 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:45,546 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:46,176 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:50,560 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:51,199 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:55,576 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:26:56,216 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:26:59,344 DEBUG   SenderThread:45386 [sender.py:send():334] send: stats
2023-01-27 01:27:01,230 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:27:01,353 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:27:06,248 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:27:06,373 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:27:11,269 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:27:11,393 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:27:16,293 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:27:16,410 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:27:21,317 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:27:21,429 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:27:26,339 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:27:26,446 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:27:29,351 DEBUG   SenderThread:45386 [sender.py:send():334] send: stats
2023-01-27 01:27:31,353 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:27:32,364 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:27:36,382 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:27:37,394 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
2023-01-27 01:27:41,400 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: keepalive
2023-01-27 01:27:42,416 DEBUG   HandlerThread:45386 [handler.py:handle_request():144] handle_request: status_report
